samples,features,runtime
1,1,0.0024538040161132812
1,18,0.007818937301635742
1,35,0.0056078433990478516
1,52,0.011202096939086914
1,69,0.015612125396728516
1,86,0.014996051788330078
1,103,0.015842914581298828
1,120,0.010834932327270508
1,137,0.009423971176147461
1,154,0.029596805572509766
1,171,0.010757207870483398
1,188,0.009073734283447266
1,205,0.030725955963134766
1,222,0.01626110076904297
1,239,0.02169013023376465
1,256,0.02840280532836914
1,273,0.031190156936645508
1,290,0.03351330757141113
1,307,0.017122983932495117
1,324,0.04964709281921387
126,1,0.002763032913208008
